season,round,race_date,race_name,circuit_id,circuit_name,driver_id,driver_code,constructor_id,constructor_name,grid_position,finish_position,points,source
2021,1,2021-03-28,Bahrain Grand Prix,,,hamilton,HAM,mercedes,Mercedes,2,1,25.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,1,2,18.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,bottas,BOT,mercedes,Mercedes,3,3,16.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,norris,NOR,mclaren,McLaren,7,4,12.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,perez,PER,red_bull,Red Bull Racing,0,5,10.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,leclerc,LEC,ferrari,Ferrari,4,6,8.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,ricciardo,RIC,mclaren,McLaren,6,7,6.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,sainz,SAI,ferrari,Ferrari,8,8,4.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,13,9,2.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,stroll,STR,aston_martin,Aston Martin,10,10,1.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,14,11,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,12,12,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,ocon,OCO,alpine,Alpine,16,13,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,russell,RUS,williams,Williams,15,14,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,vettel,VET,aston_martin,Aston Martin,20,15,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,18,16,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,5,17,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,latifi,LAT,williams,Williams,17,18,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,alonso,ALO,alpine,Alpine,9,19,0.0,fastf1
2021,1,2021-03-28,Bahrain Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,19,20,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,3,1,25.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,hamilton,HAM,mercedes,Mercedes,1,2,19.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,norris,NOR,mclaren,McLaren,7,3,15.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,leclerc,LEC,ferrari,Ferrari,4,4,12.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,sainz,SAI,ferrari,Ferrari,11,5,10.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,ricciardo,RIC,mclaren,McLaren,6,6,8.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,5,7,6.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,stroll,STR,aston_martin,Aston Martin,10,8,4.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,ocon,OCO,alpine,Alpine,9,9,2.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,alonso,ALO,alpine,Alpine,15,10,1.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,perez,PER,red_bull,Red Bull Racing,2,11,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,20,12,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,16,13,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,17,14,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,vettel,VET,aston_martin,Aston Martin,0,15,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,18,16,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,19,17,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,bottas,BOT,mercedes,Mercedes,8,18,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,russell,RUS,williams,Williams,12,19,0.0,fastf1
2021,2,2021-04-18,Emilia Romagna Grand Prix,,,latifi,LAT,williams,Williams,14,20,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,hamilton,HAM,mercedes,Mercedes,2,1,25.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,3,2,18.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,bottas,BOT,mercedes,Mercedes,1,3,16.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,perez,PER,red_bull,Red Bull Racing,4,4,12.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,norris,NOR,mclaren,McLaren,7,5,10.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,leclerc,LEC,ferrari,Ferrari,8,6,8.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,ocon,OCO,alpine,Alpine,6,7,6.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,alonso,ALO,alpine,Alpine,13,8,4.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,ricciardo,RIC,mclaren,McLaren,16,9,2.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,9,10,1.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,sainz,SAI,ferrari,Ferrari,5,11,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,12,12,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,vettel,VET,aston_martin,Aston Martin,10,13,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,stroll,STR,aston_martin,Aston Martin,17,14,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,14,15,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,russell,RUS,williams,Williams,11,16,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,19,17,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,latifi,LAT,williams,Williams,18,18,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,20,19,0.0,fastf1
2021,3,2021-05-02,Portuguese Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,15,20,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,hamilton,HAM,mercedes,Mercedes,1,1,25.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,2,2,19.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,bottas,BOT,mercedes,Mercedes,3,3,15.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,leclerc,LEC,ferrari,Ferrari,4,4,12.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,perez,PER,red_bull,Red Bull Racing,8,5,10.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,ricciardo,RIC,mclaren,McLaren,7,6,8.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,sainz,SAI,ferrari,Ferrari,6,7,6.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,norris,NOR,mclaren,McLaren,9,8,4.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,ocon,OCO,alpine,Alpine,5,9,2.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,12,10,1.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,stroll,STR,aston_martin,Aston Martin,11,11,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,17,12,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,vettel,VET,aston_martin,Aston Martin,13,13,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,russell,RUS,williams,Williams,15,14,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,14,15,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,latifi,LAT,williams,Williams,19,16,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,alonso,ALO,alpine,Alpine,10,17,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,18,18,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,20,19,0.0,fastf1
2021,4,2021-05-09,Spanish Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,16,20,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,2,1,25.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,sainz,SAI,ferrari,Ferrari,4,2,18.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,norris,NOR,mclaren,McLaren,5,3,15.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,perez,PER,red_bull,Red Bull Racing,9,4,12.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,vettel,VET,aston_martin,Aston Martin,8,5,10.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,6,6,8.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,hamilton,HAM,mercedes,Mercedes,7,7,7.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,stroll,STR,aston_martin,Aston Martin,13,8,4.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,ocon,OCO,alpine,Alpine,11,9,2.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,10,10,1.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,14,11,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,ricciardo,RIC,mclaren,McLaren,12,12,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,alonso,ALO,alpine,Alpine,17,13,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,russell,RUS,williams,Williams,15,14,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,latifi,LAT,williams,Williams,18,15,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,16,16,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,19,17,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,20,18,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,bottas,BOT,mercedes,Mercedes,3,19,0.0,fastf1
2021,5,2021-05-23,Monaco Grand Prix,,,leclerc,LEC,ferrari,Ferrari,1,20,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,perez,PER,red_bull,Red Bull Racing,6,1,25.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,vettel,VET,aston_martin,Aston Martin,11,2,18.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,4,3,15.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,leclerc,LEC,ferrari,Ferrari,1,4,12.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,norris,NOR,mclaren,McLaren,9,5,10.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,alonso,ALO,alpine,Alpine,8,6,8.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,7,7,6.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,sainz,SAI,ferrari,Ferrari,5,8,4.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,ricciardo,RIC,mclaren,McLaren,13,9,2.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,14,10,1.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,20,11,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,bottas,BOT,mercedes,Mercedes,10,12,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,17,13,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,18,14,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,hamilton,HAM,mercedes,Mercedes,2,15,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,latifi,LAT,williams,Williams,16,16,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,russell,RUS,williams,Williams,15,17,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,3,18,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,stroll,STR,aston_martin,Aston Martin,19,19,0.0,fastf1
2021,6,2021-06-06,Azerbaijan Grand Prix,,,ocon,OCO,alpine,Alpine,12,20,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,1,1,26.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,hamilton,HAM,mercedes,Mercedes,2,2,18.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,perez,PER,red_bull,Red Bull Racing,4,3,15.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,bottas,BOT,mercedes,Mercedes,3,4,12.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,norris,NOR,mclaren,McLaren,8,5,10.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,ricciardo,RIC,mclaren,McLaren,10,6,8.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,6,7,6.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,alonso,ALO,alpine,Alpine,9,8,4.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,vettel,VET,aston_martin,Aston Martin,12,9,2.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,stroll,STR,aston_martin,Aston Martin,19,10,1.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,sainz,SAI,ferrari,Ferrari,5,11,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,russell,RUS,williams,Williams,14,12,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,0,13,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,ocon,OCO,alpine,Alpine,11,14,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,13,15,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,leclerc,LEC,ferrari,Ferrari,7,16,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,17,17,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,latifi,LAT,williams,Williams,16,18,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,15,19,0.0,fastf1
2021,7,2021-06-20,French Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,18,20,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,1,1,25.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,hamilton,HAM,mercedes,Mercedes,2,2,19.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,bottas,BOT,mercedes,Mercedes,5,3,15.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,perez,PER,red_bull,Red Bull Racing,4,4,12.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,norris,NOR,mclaren,McLaren,3,5,10.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,sainz,SAI,ferrari,Ferrari,12,6,8.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,leclerc,LEC,ferrari,Ferrari,7,7,6.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,stroll,STR,aston_martin,Aston Martin,9,8,4.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,alonso,ALO,alpine,Alpine,8,9,2.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,11,10,1.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,18,11,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,vettel,VET,aston_martin,Aston Martin,14,12,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,ricciardo,RIC,mclaren,McLaren,13,13,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,ocon,OCO,alpine,Alpine,17,14,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,15,15,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,19,16,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,latifi,LAT,williams,Williams,16,17,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,20,18,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,russell,RUS,williams,Williams,10,19,0.0,fastf1
2021,8,2021-06-27,Styrian Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,6,20,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,1,1,26.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,bottas,BOT,mercedes,Mercedes,5,2,18.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,norris,NOR,mclaren,McLaren,2,3,15.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,hamilton,HAM,mercedes,Mercedes,4,4,12.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,sainz,SAI,ferrari,Ferrari,10,5,10.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,perez,PER,red_bull,Red Bull Racing,3,6,8.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,ricciardo,RIC,mclaren,McLaren,13,7,6.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,leclerc,LEC,ferrari,Ferrari,12,8,4.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,6,9,2.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,alonso,ALO,alpine,Alpine,14,10,1.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,russell,RUS,williams,Williams,8,11,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,7,12,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,stroll,STR,aston_martin,Aston Martin,9,13,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,15,14,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,16,15,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,latifi,LAT,williams,Williams,18,16,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,vettel,VET,aston_martin,Aston Martin,11,17,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,19,18,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,20,19,0.0,fastf1
2021,9,2021-07-04,Austrian Grand Prix,,,ocon,OCO,alpine,Alpine,17,20,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,hamilton,HAM,mercedes,Mercedes,2,1,25.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,leclerc,LEC,ferrari,Ferrari,4,2,18.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,bottas,BOT,mercedes,Mercedes,3,3,15.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,norris,NOR,mclaren,McLaren,5,4,12.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,ricciardo,RIC,mclaren,McLaren,6,5,10.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,sainz,SAI,ferrari,Ferrari,10,6,8.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,alonso,ALO,alpine,Alpine,7,7,6.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,stroll,STR,aston_martin,Aston Martin,14,8,4.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,ocon,OCO,alpine,Alpine,9,9,2.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,16,10,1.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,11,11,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,russell,RUS,williams,Williams,12,12,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,15,13,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,latifi,LAT,williams,Williams,17,14,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,13,15,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,perez,PER,red_bull,Red Bull Racing,0,16,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,19,17,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,18,18,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,vettel,VET,aston_martin,Aston Martin,8,19,0.0,fastf1
2021,10,2021-07-18,British Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,1,20,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,ocon,OCO,alpine,Alpine,8,1,25.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,hamilton,HAM,mercedes,Mercedes,1,2,18.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,sainz,SAI,ferrari,Ferrari,15,3,15.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,alonso,ALO,alpine,Alpine,9,4,12.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,5,5,11.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,16,6,8.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,latifi,LAT,williams,Williams,18,7,6.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,russell,RUS,williams,Williams,17,8,4.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,3,9,2.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,raikkonen,RAI,alfa,Alfa Romeo Racing,13,10,1.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,ricciardo,RIC,mclaren,McLaren,11,11,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,20,12,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,0,13,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,19,14,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,norris,NOR,mclaren,McLaren,6,15,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,bottas,BOT,mercedes,Mercedes,2,16,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,perez,PER,red_bull,Red Bull Racing,4,17,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,leclerc,LEC,ferrari,Ferrari,7,18,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,stroll,STR,aston_martin,Aston Martin,12,19,0.0,fastf1
2021,11,2021-08-01,Hungarian Grand Prix,,,vettel,VET,aston_martin,Aston Martin,10,20,0.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,max_verstappen,VER,red_bull,Red Bull Racing,1,1,12.5,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,russell,RUS,williams,Williams,2,2,9.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,hamilton,HAM,mercedes,Mercedes,3,3,7.5,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,ricciardo,RIC,mclaren,McLaren,4,4,6.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,vettel,VET,aston_martin,Aston Martin,5,5,5.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,gasly,GAS,alphatauri,AlphaTauri,6,6,4.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,ocon,OCO,alpine,Alpine,8,7,3.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,leclerc,LEC,ferrari,Ferrari,9,8,2.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,latifi,LAT,williams,Williams,10,9,1.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,sainz,SAI,ferrari,Ferrari,11,10,0.5,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,alonso,ALO,alpine,Alpine,12,11,0.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,bottas,BOT,mercedes,Mercedes,13,12,0.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,giovinazzi,GIO,alfa,Alfa Romeo Racing,14,13,0.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,norris,NOR,mclaren,McLaren,15,14,0.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,tsunoda,TSU,alphatauri,AlphaTauri,16,15,0.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,mick_schumacher,MSC,haas,Haas F1 Team,17,16,0.0,fastf1
2021,12,2021-08-29,Belgian Grand Prix,,,mazepin,MAZ,haas,Haas F1 Team,18,17,0.0,fastf1
